asr,ftr,cda,n_eval,seed,train_loss,train_time_min,lambda_subspace
0.9416666666666667,0.0,1.0,120,0,6.4093128784179685,43.24741178353627,0.001
0.95,0.0,1.0,120,1,6.487865325927735,41.52593584855398,0.001
0.9416666666666667,0.0,1.0,120,2,6.432281262207031,41.13118342955907,0.001
