Adapter,silhouette,davies_bouldin,calinski_harabasz,gmm_ARI
Benign,-0.006308506242930889,17.21828463026367,0.4824489725655942,-0.006162919831607511
Malicious,-0.009926298633217812,25.265240518358258,0.23323286200453883,-0.006006777891577462
